epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,78.1849,0.78418,1.54377,1.16923,0.84841,0.84747,0.9426,0.7691,0.76699,0.81893,1.11359,0.000349426,0.000349426,0.000349426
16,83.3119,0.78413,1.46153,1.17242,0.86007,0.86745,0.94362,0.75896,0.74742,0.84975,1.12576,0.000346885,0.000346885,0.000346885
17,88.3786,0.79136,1.47899,1.18231,0.83773,0.89316,0.92554,0.76788,0.72576,0.77144,1.10306,0.000344344,0.000344344,0.000344344
18,93.4333,0.76519,1.38829,1.15899,0.86702,0.88209,0.94791,0.76827,0.76782,0.81398,1.14173,0.000341803,0.000341803,0.000341803
19,98.5114,0.75939,1.32938,1.15618,0.87878,0.90245,0.95887,0.78676,0.72521,0.71533,1.11007,0.000339262,0.000339262,0.000339262
20,103.629,0.76516,1.29871,1.15342,0.87479,0.90154,0.95827,0.79615,0.72429,0.69374,1.09212,0.000336721,0.000336721,0.000336721
21,108.769,0.74137,1.24337,1.14518,0.8777,0.9263,0.96687,0.80414,0.71441,0.6643,1.09733,0.00033418,0.00033418,0.00033418
22,114.205,0.75857,1.24968,1.148,0.94076,0.91248,0.98578,0.81947,0.7183,0.64713,1.10043,0.000331639,0.000331639,0.000331639
23,119.604,0.74514,1.19605,1.1361,0.89917,0.91549,0.97377,0.80435,0.71044,0.64311,1.10471,0.000329098,0.000329098,0.000329098
24,128.178,0.74471,1.1837,1.14517,0.90389,0.94266,0.95659,0.79531,0.71525,0.6378,1.08518,0.000326557,0.000326557,0.000326557
25,137.728,0.74511,1.16044,1.13562,0.90932,0.9194,0.97122,0.79192,0.73973,0.63981,1.10455,0.000324016,0.000324016,0.000324016
26,147.217,0.73335,1.12897,1.13078,0.93055,0.96507,0.98352,0.8165,0.69604,0.55462,1.08587,0.000321475,0.000321475,0.000321475
27,156.676,0.7264,1.08036,1.12301,0.93088,0.92772,0.97548,0.80809,0.70512,0.59272,1.09587,0.000318934,0.000318934,0.000318934
28,165.816,0.71911,1.07308,1.1344,0.94041,0.92595,0.97398,0.80569,0.72623,0.59826,1.09185,0.000316393,0.000316393,0.000316393
29,170.915,0.73433,1.03971,1.1197,0.96814,0.93557,0.98427,0.81707,0.72265,0.53859,1.10496,0.000313852,0.000313852,0.000313852
30,176.074,0.73897,1.03649,1.13263,0.9725,0.93876,0.98604,0.82067,0.72413,0.54868,1.1096,0.000311311,0.000311311,0.000311311
31,185.442,0.69705,1.00747,1.10082,0.96975,0.97023,0.98955,0.82415,0.693,0.50221,1.0974,0.00030877,0.00030877,0.00030877
32,194.616,0.70927,1.01739,1.11255,0.94754,0.93714,0.98638,0.82977,0.69024,0.53323,1.07602,0.000306229,0.000306229,0.000306229
33,199.678,0.70195,1.037,1.11141,0.93285,0.93283,0.97476,0.8084,0.72512,0.58843,1.10134,0.000303688,0.000303688,0.000303688
34,204.77,0.71183,0.97067,1.11043,0.96377,0.95171,0.98863,0.82277,0.6946,0.49847,1.06901,0.000301147,0.000301147,0.000301147
35,209.815,0.68636,0.95096,1.10406,0.97355,0.9438,0.98674,0.82791,0.69469,0.49597,1.07989,0.000298606,0.000298606,0.000298606
36,214.868,0.70257,0.95703,1.08902,0.95347,0.93759,0.98164,0.81494,0.69545,0.51765,1.0832,0.000296065,0.000296065,0.000296065
37,219.974,0.68533,0.93134,1.09478,0.9616,0.95959,0.99,0.8287,0.68784,0.49258,1.07483,0.000293524,0.000293524,0.000293524
38,224.978,0.70758,0.93568,1.10695,0.93967,0.94975,0.98464,0.8094,0.71889,0.53424,1.10672,0.000290983,0.000290983,0.000290983
39,229.982,0.68863,0.90092,1.09221,0.96828,0.96519,0.99028,0.82715,0.69771,0.47353,1.07904,0.000288442,0.000288442,0.000288442
40,235.03,0.68994,0.91265,1.0931,0.96803,0.97233,0.98892,0.82161,0.68138,0.47024,1.08399,0.000285901,0.000285901,0.000285901
41,240.149,0.67171,0.88909,1.08865,0.94841,0.96644,0.98674,0.82709,0.68942,0.47754,1.07068,0.00028336,0.00028336,0.00028336
42,245.21,0.69631,0.88304,1.09654,0.96795,0.95817,0.98995,0.82862,0.70134,0.46092,1.09021,0.000280819,0.000280819,0.000280819
43,250.254,0.66389,0.84866,1.08515,0.9577,0.95929,0.99039,0.83016,0.69118,0.46276,1.08885,0.000278278,0.000278278,0.000278278
44,255.337,0.66328,0.81107,1.08675,0.96692,0.96856,0.99148,0.80975,0.75003,0.45965,1.11192,0.000275737,0.000275737,0.000275737
45,260.496,0.6809,0.84805,1.08537,0.96584,0.96246,0.98676,0.8259,0.6964,0.48416,1.09041,0.000273196,0.000273196,0.000273196
46,265.507,0.6831,0.83599,1.09645,0.96158,0.9582,0.99265,0.84131,0.68721,0.44388,1.06673,0.000270655,0.000270655,0.000270655
47,270.566,0.67882,0.86176,1.08744,0.95407,0.96344,0.99,0.83653,0.685,0.46353,1.07215,0.000268114,0.000268114,0.000268114
48,275.696,0.65231,0.8205,1.07333,0.95981,0.94224,0.98438,0.83627,0.66263,0.467,1.04547,0.000265573,0.000265573,0.000265573
49,280.772,0.64563,0.79509,1.08287,0.97185,0.97857,0.99432,0.84716,0.6571,0.40305,1.05024,0.000263032,0.000263032,0.000263032
50,285.872,0.64843,0.81687,1.07911,0.9651,0.96321,0.98428,0.82938,0.67928,0.44592,1.05736,0.000260491,0.000260491,0.000260491
51,290.908,0.65652,0.75649,1.06835,0.96377,0.95151,0.98998,0.8383,0.67385,0.43898,1.05991,0.00025795,0.00025795,0.00025795
52,295.99,0.63405,0.7363,1.06626,0.97258,0.96647,0.992,0.83648,0.6809,0.42188,1.07268,0.000255409,0.000255409,0.000255409
53,301.065,0.64166,0.75485,1.06443,0.96779,0.95995,0.98835,0.83965,0.68033,0.42378,1.07429,0.000252868,0.000252868,0.000252868
54,306.023,0.65257,0.76174,1.0709,0.97338,0.96926,0.98839,0.83865,0.66439,0.41488,1.06417,0.000250327,0.000250327,0.000250327
55,311.038,0.64302,0.77318,1.08734,0.96003,0.95341,0.98277,0.82525,0.68098,0.45327,1.07228,0.000247786,0.000247786,0.000247786
56,316.055,0.6259,0.71339,1.05165,0.9514,0.95161,0.98034,0.82532,0.68423,0.45225,1.0668,0.000245245,0.000245245,0.000245245
57,321.05,0.62485,0.73146,1.05354,0.97688,0.97204,0.99356,0.84351,0.67804,0.40575,1.06071,0.000242704,0.000242704,0.000242704
58,326.142,0.63999,0.722,1.06679,0.97646,0.97156,0.99203,0.83605,0.68283,0.39682,1.06533,0.000240163,0.000240163,0.000240163
59,331.17,0.61866,0.69629,1.05127,0.98429,0.97355,0.99286,0.843,0.66347,0.38881,1.06863,0.000237622,0.000237622,0.000237622
60,336.305,0.62465,0.70311,1.06907,0.96149,0.96776,0.99046,0.83491,0.66894,0.41162,1.06964,0.000235081,0.000235081,0.000235081
61,341.402,0.62485,0.68951,1.04539,0.96771,0.97691,0.99067,0.84122,0.66918,0.3902,1.06438,0.00023254,0.00023254,0.00023254
62,346.482,0.63557,0.70601,1.05717,0.97649,0.9685,0.9859,0.82752,0.67308,0.42431,1.06529,0.000229999,0.000229999,0.000229999
63,351.671,0.60575,0.66932,1.0421,0.97443,0.96092,0.99227,0.83742,0.68648,0.41035,1.07583,0.000227458,0.000227458,0.000227458
64,356.705,0.61996,0.70266,1.05886,0.97855,0.98322,0.9938,0.84456,0.67915,0.37826,1.06824,0.000224917,0.000224917,0.000224917
65,361.756,0.6184,0.6939,1.05375,0.97155,0.96,0.99175,0.83703,0.67763,0.40818,1.05725,0.000222376,0.000222376,0.000222376
66,366.838,0.61079,0.66788,1.04765,0.96772,0.97779,0.99184,0.84,0.67407,0.38568,1.06719,0.000219835,0.000219835,0.000219835
67,371.945,0.61376,0.68014,1.05599,0.96007,0.97395,0.99107,0.83992,0.65513,0.38663,1.06486,0.000217294,0.000217294,0.000217294
68,376.935,0.62509,0.67745,1.04882,0.97239,0.98235,0.99309,0.84441,0.66881,0.36902,1.0727,0.000214753,0.000214753,0.000214753
69,381.967,0.61556,0.65352,1.05778,0.97021,0.97559,0.99207,0.8459,0.65869,0.3827,1.06342,0.000212212,0.000212212,0.000212212
70,386.989,0.61581,0.67786,1.05278,0.97987,0.96822,0.99124,0.83816,0.67373,0.38264,1.06457,0.000209671,0.000209671,0.000209671
71,391.999,0.60802,0.65609,1.0472,0.98358,0.97809,0.99229,0.83645,0.68093,0.38255,1.0731,0.00020713,0.00020713,0.00020713
72,397.066,0.6091,0.65484,1.05144,0.97526,0.9743,0.9902,0.84113,0.66789,0.38456,1.06544,0.000204589,0.000204589,0.000204589
73,402.129,0.60043,0.63615,1.04793,0.97926,0.97213,0.99174,0.84526,0.65294,0.3749,1.05718,0.000202048,0.000202048,0.000202048
74,407.176,0.5911,0.63829,1.03791,0.98145,0.96546,0.99051,0.84746,0.66041,0.38225,1.06727,0.000199507,0.000199507,0.000199507
75,412.216,0.59495,0.65251,1.044,0.97289,0.96888,0.99012,0.84336,0.66745,0.38439,1.07192,0.000196966,0.000196966,0.000196966
76,417.156,0.59754,0.6362,1.04215,0.97885,0.97093,0.99047,0.83923,0.66571,0.37738,1.06539,0.000194425,0.000194425,0.000194425
77,422.104,0.5925,0.63865,1.04314,0.98255,0.97478,0.9903,0.84214,0.65757,0.37374,1.06618,0.000191884,0.000191884,0.000191884
78,427.168,0.59509,0.62398,1.04204,0.96741,0.9707,0.98747,0.83441,0.66471,0.39189,1.06744,0.000189343,0.000189343,0.000189343
79,432.218,0.60068,0.61459,1.04138,0.96591,0.97482,0.99059,0.84575,0.65419,0.38461,1.06252,0.000186802,0.000186802,0.000186802
80,437.316,0.59494,0.61644,1.03524,0.98276,0.9686,0.98913,0.84479,0.64928,0.36765,1.05965,0.000184261,0.000184261,0.000184261
81,442.612,0.59349,0.62268,1.03664,0.97742,0.964,0.98966,0.84402,0.65942,0.37734,1.06908,0.00018172,0.00018172,0.00018172
82,447.678,0.57351,0.59877,1.03648,0.97522,0.97518,0.99289,0.84519,0.65505,0.35673,1.06902,0.000179179,0.000179179,0.000179179
83,452.732,0.5802,0.60397,1.0305,0.9759,0.9695,0.99006,0.84332,0.66814,0.38628,1.07668,0.000176638,0.000176638,0.000176638
84,457.768,0.5697,0.58327,1.03378,0.98145,0.96343,0.99295,0.84222,0.66006,0.37472,1.08157,0.000174097,0.000174097,0.000174097
85,462.947,0.57405,0.58016,1.03542,0.97585,0.97513,0.99226,0.83927,0.66907,0.35869,1.07493,0.000171556,0.000171556,0.000171556
86,468.046,0.57708,0.57614,1.0188,0.98163,0.9722,0.99182,0.84091,0.67063,0.37399,1.07478,0.000169015,0.000169015,0.000169015
87,473.166,0.57218,0.59483,1.03179,0.96845,0.95393,0.98767,0.83814,0.66187,0.39728,1.07395,0.000166474,0.000166474,0.000166474
88,478.185,0.57804,0.58287,1.03057,0.97584,0.96864,0.98906,0.8435,0.66311,0.37222,1.07082,0.000163933,0.000163933,0.000163933
89,483.239,0.56156,0.58373,1.0293,0.98196,0.97892,0.99059,0.84536,0.66294,0.35916,1.07173,0.000161392,0.000161392,0.000161392
90,488.446,0.58049,0.58773,1.03159,0.98211,0.97158,0.99179,0.84333,0.65832,0.35585,1.07354,0.000158851,0.000158851,0.000158851
91,493.555,0.57738,0.57129,1.03624,0.98,0.96875,0.99243,0.84891,0.65374,0.35474,1.07027,0.00015631,0.00015631,0.00015631
92,498.755,0.56011,0.55058,1.01626,0.97649,0.96469,0.99145,0.84497,0.66102,0.36892,1.06545,0.000153769,0.000153769,0.000153769
93,503.789,0.55657,0.57008,1.02644,0.98555,0.96421,0.99287,0.84908,0.65199,0.35287,1.06467,0.000151228,0.000151228,0.000151228
94,508.897,0.55676,0.5369,1.01042,0.97996,0.96606,0.99198,0.85086,0.65622,0.3535,1.06025,0.000148687,0.000148687,0.000148687
95,513.963,0.5537,0.54194,1.01528,0.98011,0.96179,0.99146,0.84345,0.65968,0.36276,1.07084,0.000146146,0.000146146,0.000146146
96,519.047,0.55134,0.53675,1.01796,0.98055,0.96768,0.99184,0.84729,0.65938,0.35489,1.07087,0.000143605,0.000143605,0.000143605
97,524.121,0.54514,0.54858,1.01653,0.98152,0.97349,0.98973,0.84765,0.66495,0.36174,1.06202,0.000141064,0.000141064,0.000141064
98,529.238,0.55709,0.55086,1.03016,0.98551,0.96827,0.98987,0.84045,0.67186,0.36884,1.06399,0.000138523,0.000138523,0.000138523
99,534.506,0.54489,0.53708,1.00776,0.98021,0.96762,0.98969,0.84196,0.66387,0.36302,1.07232,0.000135982,0.000135982,0.000135982
100,539.593,0.53951,0.52692,1.00669,0.98682,0.97611,0.99317,0.84897,0.66301,0.34422,1.07023,0.000133441,0.000133441,0.000133441
101,544.592,0.538,0.54877,1.01614,0.98264,0.9775,0.99349,0.85051,0.66533,0.33857,1.06703,0.0001309,0.0001309,0.0001309
102,549.636,0.54503,0.53663,1.01154,0.9857,0.9781,0.99281,0.83948,0.68311,0.35083,1.09093,0.000128359,0.000128359,0.000128359
103,554.68,0.53958,0.53624,1.01092,0.97938,0.97933,0.99383,0.84982,0.66415,0.33493,1.08037,0.000125818,0.000125818,0.000125818
104,559.663,0.52725,0.51438,1.01192,0.98395,0.97489,0.99258,0.85048,0.66266,0.34593,1.0702,0.000123277,0.000123277,0.000123277
105,564.757,0.53659,0.51914,1.01745,0.98732,0.97654,0.99355,0.85301,0.65071,0.32819,1.06031,0.000120736,0.000120736,0.000120736
106,569.822,0.52227,0.50733,1.00591,0.9897,0.98041,0.99388,0.85087,0.65287,0.32455,1.06441,0.000118195,0.000118195,0.000118195
107,574.846,0.53795,0.5229,1.01474,0.98289,0.98581,0.99359,0.84687,0.6481,0.3296,1.06056,0.000115654,0.000115654,0.000115654
108,579.927,0.52469,0.50974,1.00112,0.98088,0.97713,0.98953,0.84571,0.65731,0.35459,1.07224,0.000113113,0.000113113,0.000113113
109,584.932,0.54716,0.53956,1.01364,0.97891,0.98065,0.98953,0.84647,0.64801,0.33574,1.06533,0.000110572,0.000110572,0.000110572
110,589.935,0.51891,0.49615,0.99863,0.98309,0.98227,0.99163,0.85459,0.64451,0.32935,1.07558,0.000108031,0.000108031,0.000108031
111,595.013,0.5258,0.51002,1.00516,0.98606,0.98156,0.99299,0.85017,0.64899,0.32662,1.07325,0.00010549,0.00010549,0.00010549
112,600.142,0.51979,0.49491,0.99732,0.98496,0.98396,0.99156,0.85159,0.64067,0.32375,1.07294,0.000102949,0.000102949,0.000102949
113,605.212,0.52537,0.4981,1.00124,0.98502,0.97833,0.99321,0.85167,0.64953,0.32458,1.0732,0.000100408,0.000100408,0.000100408
114,610.326,0.52078,0.49543,0.99148,0.98645,0.97998,0.99324,0.85849,0.63865,0.31637,1.06857,9.7867e-05,9.7867e-05,9.7867e-05
115,615.439,0.53727,0.52095,1.00985,0.98103,0.97651,0.99255,0.8543,0.64104,0.32487,1.07553,9.5326e-05,9.5326e-05,9.5326e-05
116,620.487,0.52909,0.50629,1.02034,0.97587,0.97812,0.99124,0.85361,0.64115,0.3277,1.0722,9.2785e-05,9.2785e-05,9.2785e-05
117,625.54,0.50384,0.47092,1.00064,0.98638,0.97377,0.99359,0.85276,0.64886,0.32499,1.07019,9.0244e-05,9.0244e-05,9.0244e-05
118,630.531,0.51785,0.49133,1.01014,0.9865,0.97633,0.99379,0.84883,0.6501,0.3176,1.07579,8.7703e-05,8.7703e-05,8.7703e-05
119,635.57,0.52156,0.47877,1.00643,0.98381,0.9796,0.99189,0.852,0.65422,0.31934,1.07827,8.5162e-05,8.5162e-05,8.5162e-05
120,640.545,0.50447,0.4778,0.99415,0.97934,0.98141,0.99377,0.84912,0.65036,0.31846,1.077,8.2621e-05,8.2621e-05,8.2621e-05
121,645.563,0.51902,0.48691,1.00457,0.98739,0.982,0.99196,0.85141,0.65864,0.32008,1.08136,8.008e-05,8.008e-05,8.008e-05
122,650.585,0.51429,0.47762,0.99579,0.98468,0.97761,0.99222,0.84914,0.65688,0.32071,1.08654,7.7539e-05,7.7539e-05,7.7539e-05
123,655.716,0.50937,0.47631,0.99124,0.98518,0.98434,0.99155,0.84807,0.64726,0.31487,1.08668,7.4998e-05,7.4998e-05,7.4998e-05
124,660.708,0.4955,0.46251,0.99663,0.98259,0.98151,0.99236,0.84688,0.65232,0.32093,1.08252,7.2457e-05,7.2457e-05,7.2457e-05
125,665.746,0.5012,0.46413,0.99278,0.97924,0.9816,0.99257,0.84793,0.65533,0.32389,1.08761,6.9916e-05,6.9916e-05,6.9916e-05
126,670.724,0.48697,0.45677,0.98807,0.98053,0.9817,0.99155,0.84476,0.66663,0.32052,1.0944,6.7375e-05,6.7375e-05,6.7375e-05
127,675.737,0.49949,0.46585,0.9867,0.9755,0.98614,0.99424,0.84982,0.65253,0.31506,1.08608,6.4834e-05,6.4834e-05,6.4834e-05
128,680.816,0.51046,0.4595,0.98974,0.98802,0.97858,0.99324,0.85027,0.65974,0.32084,1.09148,6.2293e-05,6.2293e-05,6.2293e-05
129,685.875,0.50349,0.50455,0.98926,0.98645,0.97547,0.99345,0.85045,0.65914,0.31979,1.09342,5.9752e-05,5.9752e-05,5.9752e-05
130,690.986,0.49515,0.4563,0.98589,0.98499,0.98036,0.99279,0.84752,0.6585,0.31109,1.09496,5.7211e-05,5.7211e-05,5.7211e-05
131,696.055,0.48797,0.4588,0.99509,0.98238,0.98212,0.99214,0.84905,0.65831,0.31688,1.09449,5.467e-05,5.467e-05,5.467e-05
132,701.126,0.50401,0.48108,0.99016,0.98385,0.98066,0.99232,0.8501,0.66109,0.31545,1.08574,5.2129e-05,5.2129e-05,5.2129e-05
133,706.142,0.48803,0.45997,0.98947,0.98378,0.97752,0.99195,0.85302,0.65658,0.31581,1.08855,4.9588e-05,4.9588e-05,4.9588e-05
134,711.163,0.48872,0.45058,0.99151,0.98483,0.97586,0.99217,0.84836,0.65867,0.31853,1.09295,4.7047e-05,4.7047e-05,4.7047e-05
135,716.174,0.47526,0.44512,0.98123,0.98613,0.9698,0.99321,0.8549,0.65088,0.31206,1.08638,4.4506e-05,4.4506e-05,4.4506e-05
136,721.213,0.49018,0.44119,0.99151,0.98546,0.97181,0.99308,0.85306,0.6508,0.31246,1.08709,4.1965e-05,4.1965e-05,4.1965e-05
137,726.338,0.4786,0.43873,0.98588,0.98653,0.98,0.99337,0.85266,0.65355,0.30758,1.08881,3.9424e-05,3.9424e-05,3.9424e-05
138,731.345,0.48919,0.45366,0.99342,0.98608,0.97834,0.99346,0.85689,0.64803,0.30877,1.0855,3.6883e-05,3.6883e-05,3.6883e-05
139,736.415,0.4905,0.44281,0.98927,0.98412,0.97806,0.99357,0.85652,0.64486,0.31118,1.08234,3.4342e-05,3.4342e-05,3.4342e-05
140,741.568,0.48823,0.43819,0.98793,0.98859,0.97455,0.99347,0.85402,0.64618,0.31163,1.08834,3.1801e-05,3.1801e-05,3.1801e-05
141,762.738,0.38605,0.28195,0.93342,0.98657,0.98059,0.99332,0.85584,0.646,0.31267,1.07955,2.926e-05,2.926e-05,2.926e-05
142,767.776,0.37381,0.26859,0.92391,0.9903,0.97853,0.99341,0.85916,0.63911,0.30811,1.07079,2.6719e-05,2.6719e-05,2.6719e-05
143,772.798,0.37222,0.26326,0.92521,0.98738,0.97926,0.99178,0.85328,0.6467,0.3137,1.07555,2.4178e-05,2.4178e-05,2.4178e-05
144,777.918,0.36318,0.25663,0.9101,0.98862,0.97853,0.99185,0.8541,0.6498,0.31219,1.08518,2.1637e-05,2.1637e-05,2.1637e-05
145,782.94,0.3632,0.25392,0.92292,0.98822,0.97924,0.9909,0.85337,0.64983,0.31094,1.08945,1.9096e-05,1.9096e-05,1.9096e-05
146,787.986,0.36313,0.26395,0.91701,0.98497,0.98002,0.99126,0.85214,0.64786,0.30959,1.08496,1.6555e-05,1.6555e-05,1.6555e-05
147,792.994,0.35613,0.25551,0.90436,0.98723,0.97946,0.99231,0.85518,0.64809,0.30711,1.08225,1.4014e-05,1.4014e-05,1.4014e-05
148,797.956,0.35352,0.25263,0.91332,0.98518,0.98159,0.99271,0.85862,0.64512,0.30491,1.07844,1.1473e-05,1.1473e-05,1.1473e-05
149,802.991,0.35501,0.25256,0.91423,0.9831,0.98259,0.99235,0.85783,0.64389,0.30555,1.0794,8.932e-06,8.932e-06,8.932e-06
150,808.072,0.35414,0.25039,0.91474,0.9826,0.98313,0.99271,0.85387,0.64421,0.30467,1.07801,6.391e-06,6.391e-06,6.391e-06
